sklep_id,dzien_tyg,data,sprzedaz,liczba_klientow,czy_otwarty,czy_promocja,czy_swieto,czy_swieto_szkolne,sklep_typ,sklep_asort,sklep_konkurencja
4,6,28.06.2021,9601,1310,Tak,Nie,Nie,Nie,c,Rozszerzony,620
5,6,28.06.2021,2206,241,Tak,Nie,Nie,Nie,a,Podstawowy,29910
6,6,28.06.2021,3343,353,Tak,Nie,Nie,Nie,a,Podstawowy,310
7,6,28.06.2021,6696,675,Tak,Nie,Nie,Nie,a,Rozszerzony,24000
8,6,28.06.2021,2810,369,Tak,Nie,Nie,Nie,a,Podstawowy,7520
9,6,28.06.2021,6162,556,Tak,Nie,Nie,Nie,a,Rozszerzony,2030
10,6,28.06.2021,4606,478,Tak,Nie,Nie,Nie,a,Podstawowy,3160
11,6,28.06.2021,5729,759,Tak,Nie,Nie,Nie,a,Rozszerzony,960
12,6,28.06.2021,6416,766,Tak,Nie,Nie,Nie,a,Rozszerzony,1070
13,6,28.06.2021,4455,330,Tak,Nie,Nie,Nie,d,Podstawowy,310
14,6,28.06.2021,3691,412,Tak,Nie,Nie,Nie,a,Podstawowy,1300
15,6,28.06.2021,6092,676,Tak,Nie,Nie,Nie,d,Rozszerzony,4110
16,6,28.06.2021,4983,530,Tak,Nie,Nie,Nie,a,Rozszerzony,3270
17,6,28.06.2021,2606,334,Tak,Nie,Nie,Nie,a,Podstawowy,50
18,6,28.06.2021,4621,505,Tak,Nie,Nie,Nie,d,Rozszerzony,13840
19,6,28.06.2021,4180,389,Tak,Nie,Nie,Nie,a,Rozszerzony,3240
20,6,28.06.2021,5572,566,Tak,Nie,Nie,Nie,d,Podstawowy,2340
21,6,28.06.2021,6443,598,Tak,Nie,Nie,Nie,c,Rozszerzony,550
22,6,28.06.2021,3142,362,Tak,Nie,Nie,Nie,a,Podstawowy,1040
23,6,28.06.2021,3994,364,Tak,Nie,Nie,Nie,d,Podstawowy,4060
24,6,28.06.2021,7699,654,Tak,Nie,Nie,Nie,a,Rozszerzony,4590
25,6,28.06.2021,9050,1236,Tak,Nie,Nie,Nie,c,Podstawowy,430
26,6,28.06.2021,5718,511,Tak,Nie,Nie,Nie,d,Podstawowy,2300
27,6,28.06.2021,8164,877,Tak,Nie,Nie,Nie,a,Podstawowy,60
28,6,28.06.2021,2608,297,Tak,Nie,Nie,Nie,a,Podstawowy,1200
29,6,28.06.2021,7380,666,Tak,Nie,Nie,Nie,d,Rozszerzony,2170
30,6,28.06.2021,3865,611,Tak,Nie,Nie,Nie,a,Podstawowy,40
31,6,28.06.2021,5733,585,Tak,Nie,Nie,Nie,d,Rozszerzony,9800
32,6,28.06.2021,2142,269,Tak,Nie,Nie,Nie,a,Podstawowy,2910
33,6,28.06.2021,6991,781,Tak,Nie,Nie,Nie,a,Rozszerzony,1320
34,6,28.06.2021,7482,905,Tak,Nie,Nie,Nie,c,Podstawowy,2240
35,6,28.06.2021,8048,630,Tak,Nie,Nie,Nie,d,Rozszerzony,7660
36,6,28.06.2021,10295,1083,Tak,Nie,Nie,Nie,a,Rozszerzony,540
37,6,28.06.2021,7777,880,Tak,Nie,Nie,Nie,c,Podstawowy,4230
38,6,28.06.2021,6728,591,Tak,Nie,Nie,Nie,d,Podstawowy,1090
39,6,28.06.2021,2960,403,Tak,Nie,Nie,Nie,a,Podstawowy,260
40,6,28.06.2021,5515,721,Tak,Nie,Nie,Nie,a,Podstawowy,180
41,6,28.06.2021,5617,418,Tak,Nie,Nie,Nie,d,Rozszerzony,1180
42,6,28.06.2021,9000,936,Tak,Nie,Nie,Nie,a,Rozszerzony,290
43,6,28.06.2021,5259,462,Tak,Nie,Nie,Nie,d,Podstawowy,4880
44,6,28.06.2021,4055,452,Tak,Nie,Nie,Nie,a,Podstawowy,540
45,6,28.06.2021,6195,485,Tak,Nie,Nie,Nie,d,Podstawowy,9710
46,6,28.06.2021,5509,712,Tak,Nie,Nie,Nie,c,Podstawowy,1200
47,6,28.06.2021,5425,721,Tak,Nie,Nie,Nie,a,Rozszerzony,270
48,6,28.06.2021,2776,287,Tak,Nie,Nie,Nie,a,Podstawowy,1060
49,6,28.06.2021,7782,577,Tak,Nie,Nie,Nie,d,Rozszerzony,18010
50,6,28.06.2021,4555,392,Tak,Nie,Nie,Nie,d,Podstawowy,6260
1,5,27.06.2021,4019,501,Tak,Nie,Nie,Nie,c,Podstawowy,1270
2,5,27.06.2021,4646,552,Tak,Nie,Nie,Nie,a,Podstawowy,570
3,5,27.06.2021,5162,623,Tak,Nie,Nie,Nie,a,Podstawowy,14130
4,5,27.06.2021,7556,1129,Tak,Nie,Nie,Nie,c,Rozszerzony,620
5,5,27.06.2021,4264,515,Tak,Nie,Nie,Nie,a,Podstawowy,29910
6,5,27.06.2021,4786,576,Tak,Nie,Nie,Nie,a,Podstawowy,310
7,5,27.06.2021,8138,992,Tak,Nie,Nie,Nie,a,Rozszerzony,24000
8,5,27.06.2021,4334,565,Tak,Nie,Nie,Nie,a,Podstawowy,7520
9,5,27.06.2021,5780,560,Tak,Nie,Nie,Nie,a,Rozszerzony,2030
10,5,27.06.2021,4626,552,Tak,Nie,Nie,Nie,a,Podstawowy,3160
11,5,27.06.2021,6364,1051,Tak,Nie,Nie,Nie,a,Rozszerzony,960
12,5,27.06.2021,6691,840,Tak,Nie,Nie,Nie,a,Rozszerzony,1070
13,5,27.06.2021,4376,344,Tak,Nie,Nie,Nie,d,Podstawowy,310
14,5,27.06.2021,5393,627,Tak,Nie,Nie,Nie,a,Podstawowy,1300
15,5,27.06.2021,7378,780,Tak,Nie,Nie,Nie,d,Rozszerzony,4110
16,5,27.06.2021,7479,861,Tak,Nie,Nie,Nie,a,Rozszerzony,3270
17,5,27.06.2021,5192,732,Tak,Nie,Nie,Nie,a,Podstawowy,50
18,5,27.06.2021,6731,823,Tak,Nie,Nie,Nie,d,Rozszerzony,13840
19,5,27.06.2021,6231,628,Tak,Nie,Nie,Nie,a,Rozszerzony,3240
20,5,27.06.2021,7149,839,Tak,Nie,Nie,Nie,d,Podstawowy,2340
21,5,27.06.2021,5000,479,Tak,Nie,Nie,Nie,c,Rozszerzony,550
22,5,27.06.2021,4103,516,Tak,Nie,Nie,Nie,a,Podstawowy,1040
23,5,27.06.2021,4776,463,Tak,Nie,Nie,Nie,d,Podstawowy,4060
24,5,27.06.2021,9152,791,Tak,Nie,Nie,Nie,a,Rozszerzony,4590
25,5,27.06.2021,8606,1251,Tak,Nie,Nie,Nie,c,Podstawowy,430
26,5,27.06.2021,5600,507,Tak,Nie,Nie,Nie,d,Podstawowy,2300
27,5,27.06.2021,8456,955,Tak,Nie,Nie,Nie,a,Podstawowy,60
28,5,27.06.2021,5114,614,Tak,Nie,Nie,Nie,a,Podstawowy,1200
29,5,27.06.2021,6155,583,Tak,Nie,Nie,Nie,d,Rozszerzony,2170
30,5,27.06.2021,3667,572,Tak,Nie,Nie,Nie,a,Podstawowy,40
31,5,27.06.2021,5274,592,Tak,Nie,Nie,Nie,d,Rozszerzony,9800
32,5,27.06.2021,3797,438,Tak,Nie,Nie,Nie,a,Podstawowy,2910
33,5,27.06.2021,7136,737,Tak,Nie,Nie,Nie,a,Rozszerzony,1320
34,5,27.06.2021,7557,912,Tak,Nie,Nie,Nie,c,Podstawowy,2240
35,5,27.06.2021,8441,717,Tak,Nie,Nie,Nie,d,Rozszerzony,7660
36,5,27.06.2021,8588,1043,Tak,Nie,Nie,Nie,a,Rozszerzony,540
37,5,27.06.2021,5772,637,Tak,Nie,Nie,Nie,c,Podstawowy,4230
38,5,27.06.2021,4693,424,Tak,Nie,Nie,Nie,d,Podstawowy,1090
39,5,27.06.2021,4132,570,Tak,Nie,Nie,Nie,a,Podstawowy,260
40,5,27.06.2021,3909,582,Tak,Nie,Nie,Nie,a,Podstawowy,180
41,5,27.06.2021,5299,400,Tak,Nie,Nie,Nie,d,Rozszerzony,1180
42,5,27.06.2021,8976,1036,Tak,Nie,Nie,Nie,a,Rozszerzony,290
43,5,27.06.2021,6600,621,Tak,Nie,Nie,Nie,d,Podstawowy,4880
44,5,27.06.2021,4636,606,Tak,Nie,Nie,Nie,a,Podstawowy,540
45,5,27.06.2021,4114,348,Tak,Nie,Nie,Nie,d,Podstawowy,9710
46,5,27.06.2021,4918,606,Tak,Nie,Nie,Nie,c,Podstawowy,1200
47,5,27.06.2021,5691,729,Tak,Nie,Nie,Nie,a,Rozszerzony,270
48,5,27.06.2021,2929,357,Tak,Nie,Nie,Nie,a,Podstawowy,1060
49,5,27.06.2021,6789,493,Tak,Nie,Nie,Nie,d,Rozszerzony,18010
50,5,27.06.2021,3816,333,Tak,Nie,Nie,Nie,d,Podstawowy,6260
1,4,26.06.2021,2749,368,Tak,Nie,Nie,Nie,c,Podstawowy,1270
2,4,26.06.2021,4215,542,Tak,Nie,Nie,Nie,a,Podstawowy,570
3,4,26.06.2021,5766,662,Tak,Nie,Nie,Nie,a,Podstawowy,14130
4,4,26.06.2021,7080,1032,Tak,Nie,Nie,Nie,c,Rozszerzony,620
5,4,26.06.2021,3115,450,Tak,Nie,Nie,Nie,a,Podstawowy,29910
6,4,26.06.2021,4103,513,Tak,Nie,Nie,Nie,a,Podstawowy,310
7,4,26.06.2021,7129,824,Tak,Nie,Nie,Nie,a,Rozszerzony,24000
8,4,26.06.2021,4779,716,Tak,Nie,Nie,Nie,a,Podstawowy,7520
9,4,26.06.2021,4515,464,Tak,Nie,Nie,Nie,a,Rozszerzony,2030
10,4,26.06.2021,4633,533,Tak,Nie,Nie,Nie,a,Podstawowy,3160
11,4,26.06.2021,6375,1000,Tak,Nie,Nie,Nie,a,Rozszerzony,960
12,4,26.06.2021,5093,709,Tak,Nie,Nie,Nie,a,Rozszerzony,1070
13,4,26.06.2021,3165,283,Tak,Nie,Nie,Nie,d,Podstawowy,310
14,4,26.06.2021,4501,584,Tak,Nie,Nie,Nie,a,Podstawowy,1300
15,4,26.06.2021,5948,607,Tak,Nie,Nie,Nie,d,Rozszerzony,4110
16,4,26.06.2021,6204,805,Tak,Nie,Nie,Nie,a,Rozszerzony,3270
17,4,26.06.2021,4790,670,Tak,Nie,Nie,Nie,a,Podstawowy,50
18,4,26.06.2021,5589,631,Tak,Nie,Nie,Nie,d,Rozszerzony,13840
19,4,26.06.2021,5897,573,Tak,Nie,Nie,Nie,a,Rozszerzony,3240
20,4,26.06.2021,8118,997,Tak,Nie,Nie,Nie,d,Podstawowy,2340
21,4,26.06.2021,3527,383,Tak,Nie,Nie,Nie,c,Rozszerzony,550
22,4,26.06.2021,3499,474,Tak,Nie,Nie,Nie,a,Podstawowy,1040
23,4,26.06.2021,3843,367,Tak,Nie,Nie,Nie,d,Podstawowy,4060
24,4,26.06.2021,7087,662,Tak,Nie,Nie,Nie,a,Rozszerzony,4590
25,4,26.06.2021,8690,1330,Tak,Nie,Nie,Nie,c,Podstawowy,430
26,4,26.06.2021,4559,448,Tak,Nie,Nie,Nie,d,Podstawowy,2300
27,4,26.06.2021,6664,883,Tak,Nie,Nie,Nie,a,Podstawowy,60
28,4,26.06.2021,4567,536,Tak,Nie,Nie,Nie,a,Podstawowy,1200
29,4,26.06.2021,4739,481,Tak,Nie,Nie,Nie,d,Rozszerzony,2170
30,4,26.06.2021,4155,639,Tak,Nie,Nie,Nie,a,Podstawowy,40
31,4,26.06.2021,4429,498,Tak,Nie,Nie,Nie,d,Rozszerzony,9800
32,4,26.06.2021,3422,442,Tak,Nie,Nie,Nie,a,Podstawowy,2910
33,4,26.06.2021,5715,614,Tak,Nie,Nie,Nie,a,Rozszerzony,1320
34,4,26.06.2021,6387,811,Tak,Nie,Nie,Nie,c,Podstawowy,2240
35,4,26.06.2021,6398,641,Tak,Nie,Nie,Nie,d,Rozszerzony,7660
36,4,26.06.2021,7684,941,Tak,Nie,Nie,Nie,a,Rozszerzony,540
37,4,26.06.2021,4481,555,Tak,Nie,Nie,Nie,c,Podstawowy,4230
38,4,26.06.2021,3500,330,Tak,Nie,Nie,Nie,d,Podstawowy,1090
39,4,26.06.2021,3779,533,Tak,Nie,Nie,Nie,a,Podstawowy,260
40,4,26.06.2021,4054,601,Tak,Nie,Nie,Nie,a,Podstawowy,180
41,4,26.06.2021,4317,354,Tak,Nie,Nie,Nie,d,Rozszerzony,1180
42,4,26.06.2021,7762,931,Tak,Nie,Nie,Nie,a,Rozszerzony,290
43,4,26.06.2021,5736,609,Tak,Nie,Nie,Nie,d,Podstawowy,4880
44,4,26.06.2021,4110,569,Tak,Nie,Nie,Nie,a,Podstawowy,540
45,4,26.06.2021,3809,319,Tak,Nie,Nie,Nie,d,Podstawowy,9710
46,4,26.06.2021,3323,488,Tak,Nie,Nie,Nie,c,Podstawowy,1200
47,4,26.06.2021,5256,739,Tak,Nie,Nie,Nie,a,Rozszerzony,270
48,4,26.06.2021,2807,351,Tak,Nie,Nie,Nie,a,Podstawowy,1060
49,4,26.06.2021,4701,362,Tak,Nie,Nie,Nie,d,Rozszerzony,18010
50,4,26.06.2021,2323,239,Tak,Nie,Nie,Nie,d,Podstawowy,6260
1,3,25.06.2021,3727,440,Tak,Nie,Nie,Nie,c,Podstawowy,1270
2,3,25.06.2021,4767,613,Tak,Nie,Nie,Nie,a,Podstawowy,570
3,3,25.06.2021,5618,705,Tak,Nie,Nie,Nie,a,Podstawowy,14130
4,3,25.06.2021,8450,1174,Tak,Nie,Nie,Nie,c,Rozszerzony,620
5,3,25.06.2021,4026,557,Tak,Nie,Nie,Nie,a,Podstawowy,29910
6,3,25.06.2021,4299,549,Tak,Nie,Nie,Nie,a,Podstawowy,310
7,3,25.06.2021,6372,802,Tak,Nie,Nie,Nie,a,Rozszerzony,24000
8,3,25.06.2021,4058,555,Tak,Nie,Nie,Nie,a,Podstawowy,7520
9,3,25.06.2021,4961,486,Tak,Nie,Nie,Nie,a,Rozszerzony,2030
10,3,25.06.2021,4823,540,Tak,Nie,Nie,Nie,a,Podstawowy,3160
11,3,25.06.2021,6913,1107,Tak,Nie,Nie,Nie,a,Rozszerzony,960
12,3,25.06.2021,5858,807,Tak,Nie,Nie,Nie,a,Rozszerzony,1070
13,3,25.06.2021,3123,268,Tak,Nie,Nie,Nie,d,Podstawowy,310
14,3,25.06.2021,4776,598,Tak,Nie,Nie,Nie,a,Podstawowy,1300
15,3,25.06.2021,5223,537,Tak,Nie,Nie,Nie,d,Rozszerzony,4110
16,3,25.06.2021,6970,806,Tak,Nie,Nie,Nie,a,Rozszerzony,3270
17,3,25.06.2021,5026,673,Tak,Nie,Nie,Nie,a,Podstawowy,50
18,3,25.06.2021,5654,653,Tak,Nie,Nie,Nie,d,Rozszerzony,13840
19,3,25.06.2021,5390,582,Tak,Nie,Nie,Nie,a,Rozszerzony,3240
20,3,25.06.2021,7212,911,Tak,Nie,Nie,Nie,d,Podstawowy,2340
21,3,25.06.2021,3719,408,Tak,Nie,Nie,Nie,c,Rozszerzony,550
22,3,25.06.2021,3987,464,Tak,Nie,Nie,Nie,a,Podstawowy,1040
23,3,25.06.2021,3932,383,Tak,Nie,Nie,Nie,d,Podstawowy,4060
24,3,25.06.2021,7418,706,Tak,Nie,Nie,Nie,a,Rozszerzony,4590
25,3,25.06.2021,8441,1251,Tak,Nie,Nie,Nie,c,Podstawowy,430
26,3,25.06.2021,4952,448,Tak,Nie,Nie,Nie,d,Podstawowy,2300
27,3,25.06.2021,7766,939,Tak,Nie,Nie,Nie,a,Podstawowy,60
28,3,25.06.2021,3700,453,Tak,Nie,Nie,Nie,a,Podstawowy,1200
29,3,25.06.2021,5562,534,Tak,Nie,Nie,Nie,d,Rozszerzony,2170
30,3,25.06.2021,3153,523,Tak,Nie,Nie,Nie,a,Podstawowy,40
31,3,25.06.2021,4063,483,Tak,Nie,Nie,Nie,d,Rozszerzony,9800
32,3,25.06.2021,3493,463,Tak,Nie,Nie,Nie,a,Podstawowy,2910
33,3,25.06.2021,6322,706,Tak,Nie,Nie,Nie,a,Rozszerzony,1320
34,3,25.06.2021,5857,839,Tak,Nie,Nie,Nie,c,Podstawowy,2240
35,3,25.06.2021,7299,631,Tak,Nie,Nie,Nie,d,Rozszerzony,7660
36,3,25.06.2021,7800,983,Tak,Nie,Nie,Nie,a,Rozszerzony,540
37,3,25.06.2021,5110,561,Tak,Nie,Nie,Nie,c,Podstawowy,4230
38,3,25.06.2021,4456,403,Tak,Nie,Nie,Nie,d,Podstawowy,1090
39,3,25.06.2021,3565,555,Tak,Nie,Nie,Nie,a,Podstawowy,260
40,3,25.06.2021,4471,581,Tak,Nie,Nie,Nie,a,Podstawowy,180
41,3,25.06.2021,4676,334,Tak,Nie,Nie,Nie,d,Rozszerzony,1180
42,3,25.06.2021,9217,1049,Tak,Nie,Nie,Nie,a,Rozszerzony,290
43,3,25.06.2021,6266,583,Tak,Nie,Nie,Nie,d,Podstawowy,4880
44,3,25.06.2021,3877,477,Tak,Nie,Nie,Nie,a,Podstawowy,540
45,3,25.06.2021,3631,322,Tak,Nie,Nie,Nie,d,Podstawowy,9710
46,3,25.06.2021,3344,500,Tak,Nie,Nie,Nie,c,Podstawowy,1200
47,3,25.06.2021,5538,802,Tak,Nie,Nie,Nie,a,Rozszerzony,270
48,3,25.06.2021,2788,335,Tak,Nie,Nie,Nie,a,Podstawowy,1060
49,3,25.06.2021,5550,428,Tak,Nie,Nie,Nie,d,Rozszerzony,18010
50,3,25.06.2021,3038,249,Tak,Nie,Nie,Nie,d,Podstawowy,6260
1,2,24.06.2021,3351,444,Tak,Nie,Nie,Nie,c,Podstawowy,1270
2,2,24.06.2021,3787,496,Tak,Nie,Nie,Nie,a,Podstawowy,570
3,2,24.06.2021,5599,660,Tak,Nie,Nie,Nie,a,Podstawowy,14130
4,2,24.06.2021,7723,1102,Tak,Nie,Nie,Nie,c,Rozszerzony,620
5,2,24.06.2021,3748,452,Tak,Nie,Nie,Nie,a,Podstawowy,29910
6,2,24.06.2021,3938,579,Tak,Nie,Nie,Nie,a,Podstawowy,310
7,2,24.06.2021,7980,967,Tak,Nie,Nie,Nie,a,Rozszerzony,24000
8,2,24.06.2021,4828,602,Tak,Nie,Nie,Nie,a,Podstawowy,7520
9,2,24.06.2021,4965,494,Tak,Nie,Nie,Nie,a,Rozszerzony,2030
10,2,24.06.2021,5442,589,Tak,Nie,Nie,Nie,a,Podstawowy,3160
11,2,24.06.2021,6345,982,Tak,Nie,Nie,Nie,a,Rozszerzony,960
12,2,24.06.2021,5532,794,Tak,Nie,Nie,Nie,a,Rozszerzony,1070
13,2,24.06.2021,3214,292,Tak,Nie,Nie,Nie,d,Podstawowy,310
14,2,24.06.2021,4779,582,Tak,Nie,Nie,Nie,a,Podstawowy,1300
15,2,24.06.2021,4784,568,Tak,Nie,Nie,Nie,d,Rozszerzony,4110
16,2,24.06.2021,7388,888,Tak,Nie,Nie,Nie,a,Rozszerzony,3270
17,2,24.06.2021,4624,708,Tak,Nie,Nie,Nie,a,Podstawowy,50
18,2,24.06.2021,4739,603,Tak,Nie,Nie,Nie,d,Rozszerzony,13840
19,2,24.06.2021,5831,566,Tak,Nie,Nie,Nie,a,Rozszerzony,3240
20,2,24.06.2021,7104,854,Tak,Nie,Nie,Nie,d,Podstawowy,2340
21,2,24.06.2021,4077,410,Tak,Nie,Nie,Nie,c,Rozszerzony,550
22,2,24.06.2021,3463,453,Tak,Nie,Nie,Nie,a,Podstawowy,1040
23,2,24.06.2021,4230,389,Tak,Nie,Nie,Nie,d,Podstawowy,4060
24,2,24.06.2021,6385,663,Tak,Nie,Nie,Nie,a,Rozszerzony,4590
25,2,24.06.2021,8581,1361,Tak,Nie,Nie,Nie,c,Podstawowy,430
26,2,24.06.2021,4448,416,Tak,Nie,Nie,Nie,d,Podstawowy,2300
27,2,24.06.2021,7391,958,Tak,Nie,Nie,Nie,a,Podstawowy,60
28,2,24.06.2021,4178,508,Tak,Nie,Nie,Nie,a,Podstawowy,1200
29,2,24.06.2021,5043,530,Tak,Nie,Nie,Nie,d,Rozszerzony,2170
30,2,24.06.2021,3969,653,Tak,Nie,Nie,Nie,a,Podstawowy,40
31,2,24.06.2021,4355,500,Tak,Nie,Nie,Nie,d,Rozszerzony,9800
32,2,24.06.2021,3700,496,Tak,Nie,Nie,Nie,a,Podstawowy,2910
33,2,24.06.2021,6484,717,Tak,Nie,Nie,Nie,a,Rozszerzony,1320
34,2,24.06.2021,6544,889,Tak,Nie,Nie,Nie,c,Podstawowy,2240
35,2,24.06.2021,7468,674,Tak,Nie,Nie,Nie,d,Rozszerzony,7660
36,2,24.06.2021,7048,957,Tak,Nie,Nie,Nie,a,Rozszerzony,540
37,2,24.06.2021,4668,539,Tak,Nie,Nie,Nie,c,Podstawowy,4230
38,2,24.06.2021,3352,372,Tak,Nie,Nie,Nie,d,Podstawowy,1090
39,2,24.06.2021,3923,578,Tak,Nie,Nie,Nie,a,Podstawowy,260
40,2,24.06.2021,4258,701,Tak,Nie,Nie,Nie,a,Podstawowy,180
41,2,24.06.2021,4771,359,Tak,Nie,Nie,Nie,d,Rozszerzony,1180
42,2,24.06.2021,8268,966,Tak,Nie,Nie,Nie,a,Rozszerzony,290
43,2,24.06.2021,6421,624,Tak,Nie,Nie,Nie,d,Podstawowy,4880
44,2,24.06.2021,4097,557,Tak,Nie,Nie,Nie,a,Podstawowy,540
45,2,24.06.2021,3178,321,Tak,Nie,Nie,Nie,d,Podstawowy,9710
46,2,24.06.2021,3812,563,Tak,Nie,Nie,Nie,c,Podstawowy,1200
47,2,24.06.2021,5510,790,Tak,Nie,Nie,Nie,a,Rozszerzony,270
48,2,24.06.2021,2687,345,Tak,Nie,Nie,Nie,a,Podstawowy,1060
49,2,24.06.2021,5688,446,Tak,Nie,Nie,Nie,d,Rozszerzony,18010
50,2,24.06.2021,3050,287,Tak,Nie,Nie,Nie,d,Podstawowy,6260
1,1,23.06.2021,3755,456,Tak,Nie,Nie,Nie,c,Podstawowy,1270
2,1,23.06.2021,4066,559,Tak,Nie,Nie,Nie,a,Podstawowy,570
3,1,23.06.2021,5182,683,Tak,Nie,Nie,Nie,a,Podstawowy,14130
4,1,23.06.2021,8998,1291,Tak,Nie,Nie,Nie,c,Rozszerzony,620
5,1,23.06.2021,3964,555,Tak,Nie,Nie,Nie,a,Podstawowy,29910
6,1,23.06.2021,4689,586,Tak,Nie,Nie,Nie,a,Podstawowy,310
7,1,23.06.2021,9151,1056,Tak,Nie,Nie,Nie,a,Rozszerzony,24000
8,1,23.06.2021,4795,643,Tak,Nie,Nie,Nie,a,Podstawowy,7520
9,1,23.06.2021,6044,591,Tak,Nie,Nie,Nie,a,Rozszerzony,2030
10,1,23.06.2021,5683,598,Tak,Nie,Nie,Nie,a,Podstawowy,3160
11,1,23.06.2021,6314,1038,Tak,Nie,Nie,Nie,a,Rozszerzony,960
12,1,23.06.2021,5262,780,Tak,Nie,Nie,Nie,a,Rozszerzony,1070
13,1,23.06.2021,3496,320,Tak,Nie,Nie,Nie,d,Podstawowy,310
14,1,23.06.2021,5243,641,Tak,Nie,Nie,Nie,a,Podstawowy,1300
15,1,23.06.2021,5258,639,Tak,Nie,Nie,Nie,d,Rozszerzony,4110
16,1,23.06.2021,8136,993,Tak,Nie,Nie,Nie,a,Rozszerzony,3270
17,1,23.06.2021,5251,751,Tak,Nie,Nie,Nie,a,Podstawowy,50
18,1,23.06.2021,5987,697,Tak,Nie,Nie,Nie,d,Rozszerzony,13840
19,1,23.06.2021,6247,658,Tak,Nie,Nie,Nie,a,Rozszerzony,3240
20,1,23.06.2021,7856,946,Tak,Nie,Nie,Nie,d,Podstawowy,2340
21,1,23.06.2021,3725,431,Tak,Nie,Nie,Nie,c,Rozszerzony,550
22,1,23.06.2021,3826,465,Tak,Nie,Nie,Nie,a,Podstawowy,1040
23,1,23.06.2021,4315,419,Tak,Nie,Nie,Nie,d,Podstawowy,4060
24,1,23.06.2021,7902,771,Tak,Nie,Nie,Nie,a,Rozszerzony,4590
25,1,23.06.2021,10671,1613,Tak,Nie,Nie,Nie,c,Podstawowy,430
26,1,23.06.2021,4605,416,Tak,Nie,Nie,Nie,d,Podstawowy,2300
27,1,23.06.2021,7592,967,Tak,Nie,Nie,Nie,a,Podstawowy,60
28,1,23.06.2021,4677,594,Tak,Nie,Nie,Nie,a,Podstawowy,1200
29,1,23.06.2021,5524,551,Tak,Nie,Nie,Nie,d,Rozszerzony,2170
30,1,23.06.2021,3971,635,Tak,Nie,Nie,Nie,a,Podstawowy,40
31,1,23.06.2021,4593,535,Tak,Nie,Nie,Nie,d,Rozszerzony,9800
32,1,23.06.2021,3706,544,Tak,Nie,Nie,Nie,a,Podstawowy,2910
33,1,23.06.2021,6742,769,Tak,Nie,Nie,Nie,a,Rozszerzony,1320
34,1,23.06.2021,7847,1044,Tak,Nie,Nie,Nie,c,Podstawowy,2240
35,1,23.06.2021,8165,708,Tak,Nie,Nie,Nie,d,Rozszerzony,7660
36,1,23.06.2021,8028,1066,Tak,Nie,Nie,Nie,a,Rozszerzony,540
37,1,23.06.2021,4657,552,Tak,Nie,Nie,Nie,c,Podstawowy,4230
38,1,23.06.2021,4063,397,Tak,Nie,Nie,Nie,d,Podstawowy,1090
39,1,23.06.2021,4214,603,Tak,Nie,Nie,Nie,a,Podstawowy,260
40,1,23.06.2021,4601,634,Tak,Nie,Nie,Nie,a,Podstawowy,180
41,1,23.06.2021,5168,388,Tak,Nie,Nie,Nie,d,Rozszerzony,1180
42,1,23.06.2021,9330,1107,Tak,Nie,Nie,Nie,a,Rozszerzony,290
43,1,23.06.2021,6840,651,Tak,Nie,Nie,Nie,d,Podstawowy,4880
44,1,23.06.2021,4909,655,Tak,Nie,Nie,Nie,a,Podstawowy,540
45,1,23.06.2021,4455,375,Tak,Nie,Nie,Nie,d,Podstawowy,9710
46,1,23.06.2021,3991,604,Tak,Nie,Nie,Nie,c,Podstawowy,1200
47,1,23.06.2021,6305,923,Tak,Nie,Nie,Nie,a,Rozszerzony,270
48,1,23.06.2021,3284,394,Tak,Nie,Nie,Nie,a,Podstawowy,1060
